Abk;Kurzname;Ländercode;Locationcode;Gültig ab
WSAG;Sagard;DE;19199;2008-12-14
ASAG;Sagehorn;DE;19200;2008-12-14
AQSAG;Sagehorn 1404;DE;19201;2008-12-14
AQSA;Sagehorn 2200;DE;19202;2008-12-14
XESG;Sagunto;;;
XFSZE;Saincaize;;;
XFSAS;Saintes;;;
XBSG;Saint-Ghislain;;;
XYSA;Sala;;;
TSAL;Salach;DE;19203;2008-12-14
XFSAI;Salaise;;;
XTSJ;Salajna;;;
ESDD;Salchendorf/Deuz;;;
ESDS;Salchendorf/Kr S;;;
XISH;Sale Langhe;;;
RSLM;Salem;DE;19204;2008-12-14
XISN;Salerno;;;
XSSAS;Sales;;;
XSSZ;Salez-Sennwald;;;
XMSK;Salgotarjan küls;;;
XISCT;Saliceto;;;
ZWSK;Salihorsk;;;
MSAL;Sallach;DE;19206;2008-12-14
SSMR;Salmrohr;DE;19207;2008-12-14
SSMT;Salmtal;DE;19208;2008-12-14
XISGG;Saluggia;;;
XAAI;Salzb Aiglhof;;;
XASBG;Salzb Glanbachbr;;;
XASLF;Salzb Liefering;;;
FWSA;Salzbach;DE;21105;2008-12-14
HSAL;Salzbergen;DE;19209;2008-12-14
XASBA;Salzburg Aigen;;;
XASGH;Salzburg Gnigl H;;;
MXSZ;Salzburg Grenze;DE;19210;2008-12-14
XASB;Salzburg Hbf;;;
XASBM;Salzburg Mitte;;;
XASBP;Salzburg Parsch;;;
XASSA;Salzburg Sam;;;
XASBS;Salzburg Süd;;;
XASG;Salzburg-Gnigl;;;
HBSK;Salzdtf-Solebad;DE;10526;2008-12-14
HSBG;Salzg-Bad DB-Gr;DE;19214;2009-12-13
HSGG;Salzgitter DB-Gr;DE;19212;2010-12-12
HSB;Salzgitter-Bad;DE;19213;2009-12-13
HSHL;Salzhausen/Lüneb;;;
ESZK;Salzkotten;DE;19223;2008-12-14
LSW;Salzwedel;DE;19226;2008-12-14
LSW G;Salzwedel Gbf;DE;19228;2008-12-14
LQSW;Salzwedel ST/NI;DE;19230;2008-12-14
TBFS;Salzwerk;DE;10443;2008-12-14
XCSAM;Samara;;;
NSAM;Sambach;DE;19232;2008-12-19
ZUSB;Sambor;;;
XSSD;Samedan;;;
XSSMT;Samstagern;;;
WSAM;Samtens;DE;19233;2008-12-14
XESP;San Pol de Mar;;;
XISAR;San Remo;;;
XISS;San Severo;;;
NSNH;Sand (Ndb) Hafen;DE;19235;2009-12-13
NSND;Sand (Niederbay);DE;19234;2008-12-14
XWSN;Sandanski;;;
XVSR;Sandared;;;
NSAN;Sandbach (Nbay);DE;19237;2008-12-14
HSAN;Sande;DE;19239;2008-12-14
XOSN;Sande         NO;;;
ESDB;Sandebeck;DE;19240;2008-12-14
HSAB;Sanderbusch;DE;19242;2008-12-14
LSL;Sandersleben Anh;DE;19244;2008-12-14
WSAF;Sandförde;DE;19245;2008-12-14
WSAN;Sandhagen;DE;19246;2008-12-14
XVSM;Sandhem;;;
HSAK;Sandkrug;DE;19247;2008-12-14
XOSS;Sandnes;;;
BSDO;Sandow;DE;19248;2008-12-14
XOSV;Sandvika;;;
ASDW;Sandwehle;DE;19249;2008-12-14
RSAW;Sandweier;DE;19250;2008-12-14
XLSC;Sandweiler-Cont;;;
USG;Sangerhausen;DE;19251;2008-12-14
WSTZ;Sanitz;DE;19252;2008-12-14
XVSNN;Sannarp;;;
XFSN;Sanry sur Nied;;;
RSAH;Sansenhecken;DE;11769;2008-12-14
ESCI;Sanssouci;DE;19254;2008-12-14
XXSR;Santarem;;;
XISTH;Santhia;;;
XISTU;Santuario;;;
XMSA;Sap;;;
ZUSP;Sapejanka;;;
XRSJ;Sapjane;;;
XRXSJ;Sapjane Gr SI;;;
XNSO;Sappemeer Oost;;;
XISR;Sapri;;;
ZBS;Sarajevo Teretna;;;
XCSR;Saraktash;;;
XUSR;Saratel;;;
XCSA;Saratov-Passajir;;;
XMSEG;Saregres;;;
XSSR;Sargans;;;
BSAE;Särichen;DE;19255;2008-12-14
XISAM;Sarmato;;;
FSR;Sarnau Bbf;DE;19256;2010-04-17
WSAW;Sarnow;DE;19257;2008-12-14
RANS;Sarnstall;DE;10254;2010-12-12
ZUSA;Sarny;;;
XMSP;Sarpentele;;;
XOSA;Sarpsborg;;;
XFSTF;Sarraltroff;;;
XFSB;Sarrebourg;;;
XFSM;Sarreguemines;;;
XFSI;Sarreinsming;;;
XFSIC;Sarreinsming C;;;
HSRD;Sarstedt;DE;19258;2010-08-01
XMSM;Sarszentmihaly;;;
XISTR;Sartirana;;;
XMSV;Sarvar;;;
XNSG;Sas van Gent;;;
RSAS;Sasbach a K;;;
ESAS;Sassenroth;DE;19259;2008-12-14
WSZ;Sassnitz;DE;19261;2008-12-14
WSZF;Sassnitz Fährhf;DE;19262;2009-01-08
WM;Sassnitz-Mukran;DE;19265;2008-12-14
WSZG;Sassn-Mukr DB-Gr;DE;19266;2008-12-14
WM  B;Sassn-Mukr/Borch;DE;19271;2008-12-14
WM  A;Sassn-Mukran A;DE;19267;2008-12-14
WXMB;Sassn-Mukran B;;;
WM  E;Sassn-Mukran E;DE;19268;2010-03-01
WXM;Sassn-Mukran Kl;;;
WMW;Sassn-Mukran Wst;DE;19270;2008-12-14
WXSZ;Sassn-Mukran(SE);;;
XFSRI;Sathonay-Rilieux;;;
XPSAT;Satopy Samulewo;;;
TSAT;Satteldorf;DE;19272;2008-12-14
USAE;Sättelstädt;DE;19273;2008-12-14
BSAT;Satzkorn;DE;19274;2008-12-14
KSA;Satzvey;DE;19275;2008-12-14
LSBT;Saubachtal;DE;19276;2009-01-07
MSR;Sauerlach;DE;19277;2008-12-14
RSDO;Sauldorf;;;
TSL;Saulgau;DE;10532;2008-12-14
MSGB;Saulgrub;DE;19278;2008-12-14
FSLH;Saulheim;DE;19279;2008-12-14
XFSUD;Saumur;;;
XVSAV;Sävenäs;;;
XVSAE;Sävenas Iomr;;;
XFSV;Saverne;;;
XISVG;Savigliano;;;
BSAP;Savignyplatz;DE;10936;2008-12-14
XISAV;Savona Letimbro;;;
XVSVJ;Sävsjö;;;
XRSM;Savski Marof;;;
LSX;Saxdorf;DE;21646;2008-12-14
XAML;Sb Mülln-Altstdt;;;
SSB;Sbr-Burbach;DE;19173;2008-12-14
XASVZ;Schaan-Vaduz;;;
XASD;Schaanwald;;;
KSHY;Schaephuysen;;;
XBS;Schaerbeek;;;
XBSF;Schaerbeek Form;;;
SSU;Schafbrücke;DE;19282;2008-12-14
HSFF;Schäferhof;DE;19283;2008-12-14
RSCFW;Schaffh West;DE;19290;2008-12-14
RSCFP;Schaffhaus W 119;DE;19288;2008-12-14
RSCFO;Schaffhaus W 203;DE;19289;2008-12-14
RSCFR;Schaffhausen GB;DE;19285;2008-12-14
RSCF;Schaffhausen PB;DE;19287;2009-01-08
XSS;Schaffhsn     CH;;;
LSST;Schafstädt;DE;19291;2008-12-14
XASFU;Schaftenau;;;
MSFL;Schaftlach;DE;19292;2008-12-14
RSAI;Schaidt (Pfalz);DE;19294;2008-12-14
MSCA;Schalchen;DE;19295;2008-12-14
NSI;Schalding;DE;19296;2008-12-14
USCK;Schalkau;DE;19297;2008-12-14
USKM;Schalkau Mitte;DE;19298;2008-01-01
ESMU;Schalksmühle;DE;19299;2008-12-14
TSKS;Schalkstetten;;;
RSAL;Schallstadt;DE;19300;2008-12-14
ESCA;Schameder;DE;19301;2008-12-14
HSDL;Schandelah;DE;19302;2008-12-14
LSBG;Schanzberg;DE;19303;2008-12-14
ASAZ;Scharbeutz;DE;19304;2008-12-14
XASH;Schärding;;;
DSS;Scharfenstein;DE;19305;2008-12-14
ESMD;Scharmede;DE;19307;2008-12-14
HSNB;Scharnebeck;;;
XAA;Scharnitz;;;
WST;Scharstorf;DE;19309;2008-12-14
HSC;Scharzfeld;DE;19311;2008-12-14
LSBF;Schb-Felgeleben;DE;19449;2008-12-14
LSBE;Schb-Salzelmen;DE;19448;2011-12-11
FBHM;Sch-Büdesheim;DE;19454;2008-12-14
MSC;Schechen;DE;19314;2008-12-14
XNSE;Scheemda;;;
ASL;Scheeßel;DE;19315;2008-12-14
ASGR;Scheggerott;;;
DSG;Scheibenberg;DE;19317;2008-12-14
FKSMP;Scheidemannpl/DB;;;
FKSMW;Scheidemannpl/Wi;;;
SSD;Scheidt (Saar);DE;19318;2008-12-14
TSK;Schelklingen;DE;19320;2008-12-14
TSX;Schemmerberg;DE;19322;2008-12-14
RSZL;Schenkenzell;DE;19323;2008-12-14
TSEP;Scheppach;DE;19324;2008-12-14
HSCD;Scherfede;DE;19325;2008-12-14
ESER;Scherl;DE;19328;2008-12-14
MASH;Scherm;DE;15374;2008-12-14
HSCN;Scheuen;;;
XLSB;Scheuerbusch;;;
ESCF;Scheuerfeld;DE;19329;2008-12-14
ESCW;Scheuerfld Wbahn;;;
KSEV;Scheven;DE;19330;2008-12-14
BSC;Schichauweg;DE;10937;2008-12-14
XNSC;Schiedam-Rott.W.;;;
HSCI;Schieder;DE;19331;2008-12-14
HSCB;Schierbrok;DE;19333;2008-12-14
XLSR;Schieren;;;
LSCR;Schierke;;;
MSLG;Schierling;DE;19334;2009-01-27
LSIS;Schierstedt;DE;19335;2008-12-14
RSDG;Schifferst Gem;DE;19337;2008-12-14
RSDS;Schifferst. Süd;DE;19338;2008-12-14
RSD;Schifferstadt;DE;19336;2008-12-14
XLSL;Schifflange;;;
SSWL;Schiffweiler;DE;19339;2008-12-14
RSCL;Schiltach;DE;19340;2008-12-14
RSCM;Schiltach Mitte;DE;19341;2008-12-14
FSBN;Schimborn;;;
XSSF;Schindellegi-F.;;;
XNSP;Schiphol;;;
DSWK;Schirgisw-Kirsch;DE;19342;2008-12-14
NSG;Schirnding;DE;19343;2008-12-14
NXSG;Schirnding Grenz;DE;19344;2008-12-14
LSD;Schkeuditz;DE;19345;2008-12-14
LSD U;Schkeuditz Ügl;DE;19347;2008-12-14
LSDW;Schkeuditz West;DE;19348;2008-12-14
FKIL;Sch-Kilianstädt;DE;19455;2008-12-14
LSP;Schkopau;DE;19350;2008-12-14
MSLS;Schlachters;DE;21647;2008-12-14
HSCL;Schladen (Harz);DE;19352;2008-12-14
KSLA;Schladern (Sieg);DE;19353;2008-12-14
XASL;Schladming;;;
TSLT;Schlatt (Hohenz);;;
ASBR;Schleibrücke;DE;21619;2008-12-14
KSLE;Schleiden(Eifel);DE;19355;2009-12-13
BSFE;Schleife;DE;19358;2008-12-14
MSM;Schleißheim;DE;19359;2008-12-14
DSZ;Schleiz;DE;19360;2009-04-09
DSZB;Schleiz Awanst;DE;19362;2009-04-09
DSZW;Schleiz West;DE;19363;2009-04-09
ASW;Schleswig;DE;19365;2008-12-14
DSCL;Schlettau (Erzg);DE;19366;2008-12-14
USNN;Schleus Neundorf;DE;19369;2008-12-19
USN;Schleusingen;DE;19367;2008-12-19
USNO;Schleusingen Ost;DE;19368;2008-12-19
RSG;Schliengen;DE;19370;2008-12-14
RSG N;Schliengen Nord;DE;19371;2011-12-11
FSBA;Schlierb(S-Eder);DE;19372;2008-12-14
MSCS;Schliersee;DE;19373;2008-12-14
NSLN;Schlömen;DE;19375;2008-12-14
ESHO;Schloß Holte;DE;19376;2008-12-14
ESNH;Schloß Neuhaus;DE;19378;2008-12-14
ESNS;Schloß Neuhaus H;DE;19379;2009-01-24
RSLG;Schloßberg;DE;15104;2008-12-14
RSLU;Schluchsee;DE;19381;2008-12-14
FSUE;Schlüchtern;DE;19382;2008-12-14
NSFD;Schlüsselfeld;DE;19384;2008-12-19
ALRT;Schlutuper Tann;DE;16565;2008-12-14
BSHN;Schmachtenhagen;;;
USM;Schmalkalden;DE;19385;2010-08-01
FSMU;Schmalnau;DE;19390;2008-12-14
ESMH;Schmehausen;;;
USMS;Schm-Fachhochsch;DE;19387;2008-12-14
KSMI;Schmidtheim;DE;19392;2011-11-22
MASE;Schmidtmühle;DE;15231;2008-12-14
TSHM;Schmiechen;DE;19393;2008-12-14
TSHA;Schmiechen Albb;DE;19395;2006-01-01
MSCN;Schmiechen/Schw;DE;19394;2010-12-12
USFD;Schmiedef Rennst;DE;19400;2008-12-19
HSMK;Schmiedekamp;DE;11587;2008-12-14
DSMI;Schmilka-Hir;DE;19401;2008-12-14
DSPG;Schmirchau Gbf;DE;19403;2008-12-14
FSLM;Schmittlotheim;DE;19404;2013-02-15
WSCM;Schmollensee;DE;20423;2008-12-14
DSML;Schmölln (OL);DE;19405;2008-12-14
DSM;Schmölln (Thür);DE;19406;2008-12-14
NSAW;Schnabelwaid;DE;19411;2008-12-14
NSMA;Schnaittach M;DE;19412;2008-12-14
NSBA;Schnaittenbach;DE;19413;2008-12-14
XASNN;Schnann;;;
NSCB;Schneeberg (Odw);DE;19417;2009-12-13
BSB;Schneeberg(Mark);DE;19416;2008-12-14
DCZWS;Schneeberger Str;;;
NQSC;Schneebg/Amb LGr;DE;19415;2008-12-14
HSCG;Schnega;DE;19419;2008-12-14
FSNH;Schneidhain;;;
NSNE;Schnelldorf;DE;19423;2008-12-14
DLTSS;Schneller-Siedl;;;
ASDN;Schneverdingen;DE;19426;2008-12-14
NSY;Schney;DE;19427;2008-12-14
NSNI;Schnitzmühle;;;
FOBD;Sch-Oberdorfeld;DE;19456;2008-12-14
SSOF;Schoden-Ockfen;DE;19429;2008-12-14
FSCH;Schöllenbach;DE;14867;2008-12-14
FSK;Schöllkrippen;;;
NSNA;Schöllnach;DE;19430;2009-01-27
RKLS;Scholz;DE;15605;2008-12-14
TSCB;Schömberg b Bal;DE;19431;2008-12-24
DSN;Schöna;DE;19433;2008-12-14
USU;Schönau (Hörsel);DE;19434;2008-12-14
TSBG;Schönberg;;;
WSBG;Schönberg (M);DE;19437;2008-12-14
DSB;Schönberg (V);DE;19438;2008-12-14
DSBV;Schönberg DB-Gr;DE;19439;2008-12-14
ASCB;Schönberg(Holst);;;
DQSB;Schönberg(V)LGr;;;
ASCS;Schönbger Strand;;;
XASBL;Schönbichl;;;
BSBD;Schönborn;DE;19440;2008-12-14
MSDF;Schondorf (Bay);DE;19441;2008-12-14
LSB G;Schöneb (E) Gbf;DE;19443;2008-12-14
LSBS;Schönebeck Süd;DE;19446;2008-12-14
LSB;Schönebeck(Elbe);DE;19442;2008-12-14
LSBO;Schöneb-Frohse;DE;19450;2008-12-14
DSCK;Schöneck (V);DE;19452;2008-12-14
DSCF;Schöneck(V)Ferp;DE;19453;2008-12-14
BFHS;Schönefeld;DE;19457;2012-06-03
BFLH;Schönefeld S-B;DE;19458;2012-06-03
BSEP;Schöneicher Plan;DE;19459;2008-01-01
BSL;Schönerlinde;;;
BSWO;Schöneweide Ost;DE;21574;2014-12-14
BSW;Schöneweide S-B;DE;11110;2009-02-14
HSWO;Schönewörde;DE;19461;2008-12-14
EHGVS;Schönfeld Abzw;DE;14268;2008-12-14
BSFL;Schönfließ;DE;19465;2010-10-01
BSOE;Schönfließ Dorf;DE;19467;2008-12-14
BSNF;Schönfließ S-B;DE;19466;2009-02-14
BSFW;Schönfließ West;DE;19468;2008-12-14
MSGU;Schongau;DE;19469;2008-12-14
MSNG;Schöngeising;DE;19471;2008-12-14
LSH;Schönhausen (E);DE;19472;2008-12-14
LSHH;Schönhausen HGV;DE;19473;2008-12-14
BSAL;Schönhauser All;DE;10938;2008-12-14
LSM;Schönhauser Damm;DE;19475;2008-12-14
BSNH;Schönholz S-B;DE;11117;2009-02-14
ASCK;Schönkirchen;;;
RSOM;Schönmünzach;DE;19480;2008-12-19
WSCN;Schönow(Uckerm);DE;19481;2008-12-14
USCS;Schönstedt;DE;19483;2008-12-14
TSTL;Schöntal;;;
NSGN;Schonungen;DE;19484;2013-01-18
NSOE;Schönwald(Ofr);DE;19485;2008-12-14
WSOE;Schönwalde;DE;19486;2008-12-14
BSWL;Schönwalde b N;DE;19487;2009-12-13
WSOG;Schönwalde DB-Gr;DE;19489;2008-12-14
BSCH;Schönwalde Sprw;DE;19488;2008-12-14
BSWA;Schönwalde(Barn);;;
BSWH;Schönwalde(Barn);;;
XASCH;Schönwies;;;
RSCH;Schopfheim;DE;19490;2008-12-14
RSCW;Schopfheim West;DE;19491;2008-12-14
TSPF;Schopfloch b Fr;DE;19492;2008-12-14
SSCP;Schopp;DE;19494;2008-12-14
HSPP;Schöppenstedt;DE;19495;2008-12-14
USCH;Schöps;DE;19496;2008-12-14
TSFH;Schorndf-Hammer;;;
TSF;Schorndorf;DE;19497;2008-12-14
ESHM;Schötmar;DE;19501;2008-12-14
ESHMA;Schötmar  Awanst;DE;19502;2008-12-14
XLSW;Schouweiler;;;
LSRU;Schraplau;DE;19504;2013-01-05
TSCH;Schrezheim;DE;19505;2008-12-14
RS;Schriesheim;;;
MSHN;Schrobenhausen;DE;19506;2008-12-14
TSZG;Schrozberg;DE;19507;2008-12-14
XASN;Schruns;;;
XSSBU;Schübelb-Buttiko;;;
ASY;Schuby;DE;19509;2008-12-14
XBSU;Schulen;;;
ASC;Schülldorf;DE;19510;2013-05-16
USPF;Schulpforte;DE;19513;2008-12-14
BSZF;Schulzendorf(Tg);DE;11118;2008-12-14
USP;Schüptitz;DE;19511;2008-12-14
ASCG;Schusterkrug;;;
HSTT;Schüttorf;DE;19512;2008-12-14
ESCT;Schutzbach;;;
TSHT;Schw H-Hessental;DE;19524;2008-12-14
WSN;Schwaan;DE;19515;2008-12-14
WSN S;Schwaan Süd;DE;19516;2008-12-14
NSC;Schwabach;DE;19517;2008-12-14
NSCL;Schwabach-Limb;DE;19518;2008-12-14
MSHU;Schwabhsn Nord;DE;19521;2006-01-01
MSHH;Schwabhsn/Dachau;DE;19520;2008-12-14
TSG;Schwäbisch Gmünd;DE;19522;2008-12-14
TSHL;Schwäbisch Hall;DE;19523;2008-12-14
MSMN;Schwabmünchen;DE;19525;2008-12-14
TSWA;Schwabsberg;DE;19526;2008-12-14
TSS W;Schwabstr Wende;DE;20091;2008-12-14
RSU;Schwackenreute;;;
KSWD;Schwadorf;;;
NSAI;Schwaig;DE;19527;2008-12-14
MSCG;Schwaigen;DE;19528;2008-12-14
TSWG;Schwaigern;DE;19529;2008-12-19
TSWO;Schwaigern Ost;DE;19530;2008-12-19
TSWW;Schwaigern West;DE;19531;2010-12-12
TSWK;Schwaikheim;DE;19532;2008-12-14
FSTS;Schwalb a Ts Li;DE;19533;2008-12-14
FSLN;Schwalbach Nord;DE;19534;2008-12-14
